-f,-j,-b,--block-size,--window-size,--future-limit,--max-matches,--lazy-matching,-O,orig_size,enc_size,ratio,enc_time,dec_time
ctx,12,1,5000001,5000001,5000001,0,True,,10000000,3242822,32.4,89.05708146095276,0.04494333267211914
ctx,12,1,10000001,10000001,10000001,0,,,10000000,3169464,31.7,267.52574729919434,0.050794363021850586
ctx,12,1,10000001,10000001,10000001,0,True,,10000000,3153926,31.5,459.6975975036621,0.05666160583496094
ctx,12,1,312501,312501,312501,0,,True,10000000,3540964,35.4,1.6454496383666992,0.041680097579956055
ctx,12,1,625001,625001,625001,0,,True,10000000,3393639,33.9,4.329427242279053,0.04049229621887207
ctx,12,1,1250001,1250001,1250001,0,,True,10000000,3258339,32.6,19.406909227371216,0.04098653793334961
ctx,12,1,2500001,2500001,2500001,0,,True,10000000,3136685,31.4,104.114577293396,0.04351687431335449
ctx,12,1,5000001,5000001,5000001,0,,True,10000000,3027496,30.3,565.7337956428528,0.04681801795959473
ctx,12,1,10000001,10000001,10000001,0,,True,10000000,2924752,29.2,3094.449807405472,0.055950164794921875
ctx,8,1,312501,312501,312501,0,,,10000000,3702960,37.0,0.40378379821777344,0.03821992874145508
ctx,8,1,312501,312501,312501,0,True,,10000000,3671294,36.7,0.45316362380981445,0.0374908447265625
ctx,8,1,625001,625001,625001,0,,,10000000,3577240,35.8,0.47985172271728516,0.03706789016723633
ctx,8,1,625001,625001,625001,0,True,,10000000,3546549,35.5,0.7261826992034912,0.039443016052246094
ctx,8,1,1250001,1250001,1250001,0,,,10000000,3461708,34.6,2.2632994651794434,0.03755474090576172
ctx,8,1,1250001,1250001,1250001,0,True,,10000000,3434456,34.3,3.752566337585449,0.03880906105041504
ctx,8,1,2500001,2500001,2500001,0,,,10000000,3357367,33.6,10.637069463729858,0.0417323112487793
ctx,8,1,2500001,2500001,2500001,0,True,,10000000,3333578,33.3,18.494422912597656,0.04360628128051758
ctx,8,1,5000001,5000001,5000001,0,,,10000000,3262135,32.6,52.750685691833496,0.04493069648742676
ctx,8,1,5000001,5000001,5000001,0,True,,10000000,3242822,32.4,90.27240347862244,0.04725241661071777
ctx,8,1,10000001,10000001,10000001,0,,,10000000,3169464,31.7,264.1538197994232,0.055445194244384766
ctx,8,1,10000001,10000001,10000001,0,True,,10000000,3153926,31.5,464.3424263000488,0.05120110511779785
ctx,8,1,312501,312501,312501,0,,True,10000000,3540964,35.4,1.5882129669189453,0.03872108459472656
ctx,8,1,625001,625001,625001,0,,True,10000000,3393639,33.9,3.841101884841919,0.040387630462646484
ctx,8,1,1250001,1250001,1250001,0,,True,10000000,3258339,32.6,19.763091564178467,0.039853811264038086
ctx,8,1,2500001,2500001,2500001,0,,True,10000000,3136685,31.4,106.8209924697876,0.04606318473815918
ctx,8,1,5000001,5000001,5000001,0,,True,10000000,3027496,30.3,572.6681065559387,0.045163869857788086
ctx,8,1,10000001,10000001,10000001,0,,True,10000000,2924752,29.2,3129.5112538337708,0.06520533561706543
ctx,4,1,312501,312501,312501,0,,,10000000,3702960,37.0,0.6230578422546387,0.03790116310119629
ctx,4,1,312501,312501,312501,0,True,,10000000,3671294,36.7,0.7225878238677979,0.03942155838012695
ctx,4,1,625001,625001,625001,0,,,10000000,3577240,35.8,0.7834722995758057,0.03786802291870117
ctx,4,1,625001,625001,625001,0,True,,10000000,3546549,35.5,1.1546053886413574,0.038759469985961914
ctx,4,1,1250001,1250001,1250001,0,,,10000000,3461708,34.6,2.2862820625305176,0.03764081001281738
ctx,4,1,1250001,1250001,1250001,0,True,,10000000,3434456,34.3,3.8636322021484375,0.040801048278808594
ctx,4,1,2500001,2500001,2500001,0,,,10000000,3357367,33.6,11.052783489227295,0.042469024658203125
ctx,4,1,2500001,2500001,2500001,0,True,,10000000,3333578,33.3,17.837362051010132,0.04341840744018555
ctx,4,1,5000001,5000001,5000001,0,,,10000000,3262135,32.6,53.1005973815918,0.04733395576477051
ctx,4,1,5000001,5000001,5000001,0,True,,10000000,3242822,32.4,86.3414318561554,0.0481722354888916
ctx,4,1,10000001,10000001,10000001,0,,,10000000,3169464,31.7,263.00733709335327,0.057930946350097656
ctx,4,1,10000001,10000001,10000001,0,True,,10000000,3153926,31.5,459.92868518829346,0.06537485122680664
ctx,4,1,312501,312501,312501,0,,True,10000000,3540964,35.4,3.0907208919525146,0.03980827331542969
ctx,4,1,625001,625001,625001,0,,True,10000000,3393639,33.9,6.424248218536377,0.0391850471496582
ctx,4,1,1250001,1250001,1250001,0,,True,10000000,3258339,32.6,21.653731107711792,0.04058384895324707
ctx,4,1,2500001,2500001,2500001,0,,True,10000000,3136685,31.4,107.32853293418884,0.04451632499694824
ctx,4,1,5000001,5000001,5000001,0,,True,10000000,3027496,30.3,559.1991963386536,0.048010826110839844
ctx,4,1,10000001,10000001,10000001,0,,True,10000000,2924752,29.2,3107.921854734421,0.056947946548461914
ctx,2,1,312501,312501,312501,0,,,10000000,3702960,37.0,1.0662593841552734,0.038770198822021484
ctx,2,1,312501,312501,312501,0,True,,10000000,3671294,36.7,1.3599166870117188,0.03894472122192383
ctx,2,1,625001,625001,625001,0,,,10000000,3577240,35.8,1.4459123611450195,0.03880739212036133
ctx,2,1,625001,625001,625001,0,True,,10000000,3546549,35.5,2.164793014526367,0.04031729698181152
ctx,2,1,1250001,1250001,1250001,0,,,10000000,3461708,34.6,2.8962769508361816,0.03667020797729492
ctx,2,1,1250001,1250001,1250001,0,True,,10000000,3434456,34.3,4.982867240905762,0.03843545913696289
ctx,2,1,2500001,2500001,2500001,0,,,10000000,3357367,33.6,12.231802463531494,0.04423642158508301
ctx,2,1,2500001,2500001,2500001,0,True,,10000000,3333578,33.3,21.47063183784485,0.041524410247802734
ctx,2,1,5000001,5000001,5000001,0,,,10000000,3262135,32.6,50.79887938499451,0.046212196350097656
ctx,2,1,5000001,5000001,5000001,0,True,,10000000,3242822,32.4,86.25257754325867,0.0516507625579834
ctx,2,1,10000001,10000001,10000001,0,,,10000000,3169464,31.7,268.5684447288513,0.05215764045715332
ctx,2,1,10000001,10000001,10000001,0,True,,10000000,3153926,31.5,456.73923420906067,0.06129741668701172
ctx,2,1,312501,312501,312501,0,,True,10000000,3540964,35.4,5.967211008071899,0.041257381439208984
ctx,2,1,625001,625001,625001,0,,True,10000000,3393639,33.9,12.649035453796387,0.0403437614440918
ctx,2,1,1250001,1250001,1250001,0,,True,10000000,3258339,32.6,31.231466054916382,0.04059290885925293
ctx,2,1,2500001,2500001,2500001,0,,True,10000000,3136685,31.4,130.04961967468262,0.04023933410644531
ctx,2,1,5000001,5000001,5000001,0,,True,10000000,3027496,30.3,563.9329032897949,0.05222654342651367
ctx,2,1,10000001,10000001,10000001,0,,True,10000000,2924752,29.2,3149.8897664546967,0.05595135688781738
ctx,1,1,312501,312501,312501,0,,,10000000,3702960,37.0,1.9099373817443848,0.03806710243225098
ctx,1,1,312501,312501,312501,0,True,,10000000,3671294,36.7,2.5275025367736816,0.03977060317993164
ctx,1,1,625001,625001,625001,0,,,10000000,3577240,35.8,2.624812602996826,0.03899550437927246
ctx,1,1,625001,625001,625001,0,True,,10000000,3546549,35.5,4.173124313354492,0.04014754295349121
ctx,1,1,1250001,1250001,1250001,0,,,10000000,3461708,34.6,5.217507839202881,0.03871941566467285
ctx,1,1,1250001,1250001,1250001,0,True,,10000000,3434456,34.3,8.765856504440308,0.04174685478210449
ctx,1,1,2500001,2500001,2500001,0,,,10000000,3357367,33.6,12.709582090377808,0.043447017669677734
ctx,1,1,2500001,2500001,2500001,0,True,,10000000,3333578,33.3,22.02200174331665,0.04377245903015137
ctx,1,1,5000001,5000001,5000001,0,,,10000000,3262135,32.6,65.62982296943665,0.04884195327758789
ctx,1,1,5000001,5000001,5000001,0,True,,10000000,3242822,32.4,111.22651624679565,0.045572757720947266
ctx,1,1,10000001,10000001,10000001,0,,,10000000,3169464,31.7,265.0343313217163,0.05818533897399902
ctx,1,1,10000001,10000001,10000001,0,True,,10000000,3153926,31.5,470.8859088420868,0.05936574935913086
ctx,1,1,312501,312501,312501,0,,True,10000000,3540964,35.4,11.479265928268433,0.039995670318603516
ctx,1,1,625001,625001,625001,0,,True,10000000,3393639,33.9,24.528350830078125,0.040984153747558594
ctx,1,1,1250001,1250001,1250001,0,,True,10000000,3258339,32.6,57.15282654762268,0.040883779525756836
ctx,1,1,2500001,2500001,2500001,0,,True,10000000,3136685,31.4,150.53939700126648,0.04186844825744629
ctx,1,1,5000001,5000001,5000001,0,,True,10000000,3027496,30.3,713.6050720214844,0.050675153732299805
ctx,1,1,10000001,10000001,10000001,0,,True,10000000,2924752,29.2,3074.654369354248,0.05044698715209961
