-l,-f,-j,--bs,--ws,--fl,--mm,--lm,filename,orig_size,enc_size,ratio,enc_time,dec_time
0,ctx,16,1048576,32768,262144,0,0,AVERAGE,18781209.09090909,6237376.7272727275,33.2,0.45678227598016913,0.15465851263566452
0,ctx,16,1048576,32768,262144,0,1,datasets/silesia/ooffice,6152192,3093227,50.3,0.22432637214660645,0.06680488586425781
0,ctx,16,1048576,32768,262144,0,1,datasets/silesia/mr,9970564,3687641,37.0,0.3963890075683594,0.10356855392456055
0,ctx,16,1048576,32768,262144,0,1,datasets/silesia/nci,33553445,2989004,8.9,0.4965353012084961,0.10436725616455078
0,ctx,16,1048576,32768,262144,0,1,datasets/silesia/webster,41458703,12191553,29.4,0.8869738578796387,0.3658292293548584
0,ctx,16,1048576,32768,262144,0,1,datasets/silesia/reymont,6627202,1848018,27.9,0.2610599994659424,0.0663003921508789
0,ctx,16,1048576,32768,262144,0,1,datasets/silesia/dickens,10192446,3892355,38.2,0.37437987327575684,0.12993693351745605
0,ctx,16,1048576,32768,262144,0,1,datasets/silesia/mozilla,51220480,19220975,37.5,1.1117000579833984,0.3353579044342041
0,ctx,16,1048576,32768,262144,0,1,datasets/silesia/osdb,10085684,3680601,36.5,0.2857985496520996,0.08102989196777344
0,ctx,16,1048576,32768,262144,0,1,datasets/silesia/x-ray,8474240,5929840,70.0,0.3699073791503906,0.13468003273010254
0,ctx,16,1048576,32768,262144,0,1,datasets/silesia/samba,21606400,5490048,25.4,0.41680073738098145,0.12920236587524414
0,ctx,16,1048576,32768,262144,0,1,datasets/silesia/sao,7251944,5307760,73.2,0.2583742141723633,0.08191108703613281
0,ctx,16,1048576,32768,262144,0,1,AVERAGE,18781209.09090909,6121002.0,32.6,0.4620223045349121,0.14536259391091086
0,ctx,16,1048576,32768,262144,0,2,datasets/silesia/ooffice,6152192,3098555,50.4,0.22914433479309082,0.06572890281677246
0,ctx,16,1048576,32768,262144,0,2,datasets/silesia/mr,9970564,3694231,37.1,0.43995213508605957,0.10118460655212402
0,ctx,16,1048576,32768,262144,0,2,datasets/silesia/nci,33553445,2877645,8.6,0.5521070957183838,0.10050559043884277
0,ctx,16,1048576,32768,262144,0,2,datasets/silesia/webster,41458703,12142738,29.3,0.855419397354126,0.35355091094970703
0,ctx,16,1048576,32768,262144,0,2,datasets/silesia/reymont,6627202,1843978,27.8,0.3321805000305176,0.06473588943481445
0,ctx,16,1048576,32768,262144,0,2,datasets/silesia/dickens,10192446,3890552,38.2,0.35904741287231445,0.12464427947998047
0,ctx,16,1048576,32768,262144,0,2,datasets/silesia/mozilla,51220480,19233507,37.6,1.6298854351043701,0.33144593238830566
0,ctx,16,1048576,32768,262144,0,2,datasets/silesia/osdb,10085684,3676424,36.5,0.2803065776824951,0.08051490783691406
0,ctx,16,1048576,32768,262144,0,2,datasets/silesia/x-ray,8474240,5937996,70.1,0.3450801372528076,0.13698148727416992
0,ctx,16,1048576,32768,262144,0,2,datasets/silesia/samba,21606400,5423076,25.1,0.44419050216674805,0.1243433952331543
0,ctx,16,1048576,32768,262144,0,2,datasets/silesia/sao,7251944,5310921,73.2,0.28749752044677734,0.08152532577514648
0,ctx,16,1048576,32768,262144,0,2,AVERAGE,18781209.09090909,6102693.0,32.5,0.5231646407734264,0.14228738437999378
0,ctx,16,1048576,32768,262144,0,3,datasets/silesia/ooffice,6152192,3086602,50.2,0.27085256576538086,0.06630706787109375
0,ctx,16,1048576,32768,262144,0,3,datasets/silesia/mr,9970564,3696266,37.1,0.5719578266143799,0.1069176197052002
0,ctx,16,1048576,32768,262144,0,3,datasets/silesia/nci,33553445,2867365,8.5,0.7069253921508789,0.10120820999145508
0,ctx,16,1048576,32768,262144,0,3,datasets/silesia/webster,41458703,12187132,29.4,0.9626905918121338,0.3536951541900635
0,ctx,16,1048576,32768,262144,0,3,datasets/silesia/reymont,6627202,1847698,27.9,0.38526487350463867,0.062177181243896484
0,ctx,16,1048576,32768,262144,0,3,datasets/silesia/dickens,10192446,3936013,38.6,0.40865468978881836,0.12316155433654785
0,ctx,16,1048576,32768,262144,0,3,datasets/silesia/mozilla,51220480,19184119,37.5,2.28701114654541,0.3303358554840088
0,ctx,16,1048576,32768,262144,0,3,datasets/silesia/osdb,10085684,3676233,36.5,0.2607254981994629,0.08314990997314453
0,ctx,16,1048576,32768,262144,0,3,datasets/silesia/x-ray,8474240,5928462,70.0,0.3435177803039551,0.13586783409118652
0,ctx,16,1048576,32768,262144,0,3,datasets/silesia/samba,21606400,5425426,25.1,0.4909024238586426,0.12416267395019531
0,ctx,16,1048576,32768,262144,0,3,datasets/silesia/sao,7251944,5315920,73.3,0.29045820236206055,0.0817711353302002
0,ctx,16,1048576,32768,262144,0,3,AVERAGE,18781209.09090909,6104657.818181818,32.5,0.6344509991732511,0.14261401783336292
0,ctx,16,1048576,32768,262144,0,4,datasets/silesia/ooffice,6152192,3082332,50.1,0.3872416019439697,0.06758356094360352
0,ctx,16,1048576,32768,262144,0,4,datasets/silesia/mr,9970564,3696763,37.1,0.5863711833953857,0.10550904273986816
0,ctx,16,1048576,32768,262144,0,4,datasets/silesia/nci,33553445,2854647,8.5,0.9535682201385498,0.10115718841552734
0,ctx,16,1048576,32768,262144,0,4,datasets/silesia/webster,41458703,12144642,29.3,0.9469661712646484,0.352100133895874
0,ctx,16,1048576,32768,262144,0,4,datasets/silesia/reymont,6627202,1860668,28.1,0.4341428279876709,0.06362462043762207
0,ctx,16,1048576,32768,262144,0,4,datasets/silesia/dickens,10192446,3928461,38.5,0.45440006256103516,0.12435340881347656
0,ctx,16,1048576,32768,262144,0,4,datasets/silesia/mozilla,51220480,19192008,37.5,3.0233688354492188,0.32900524139404297
0,ctx,16,1048576,32768,262144,0,4,datasets/silesia/osdb,10085684,3676053,36.4,0.2657625675201416,0.08083844184875488
0,ctx,16,1048576,32768,262144,0,4,datasets/silesia/x-ray,8474240,5927781,70.0,0.36980199813842773,0.13816428184509277
0,ctx,16,1048576,32768,262144,0,4,datasets/silesia/samba,21606400,5419855,25.1,0.5880274772644043,0.12482714653015137
0,ctx,16,1048576,32768,262144,0,4,datasets/silesia/sao,7251944,5319303,73.4,0.30704689025878906,0.08286571502685547
0,ctx,16,1048576,32768,262144,0,4,AVERAGE,18781209.09090909,6100228.454545454,32.5,0.7560634396292947,0.14272988926280628
0,ctx,16,1048576,32768,524288,10,0,datasets/silesia/ooffice,6152192,3180009,51.7,0.22208786010742188,0.0724940299987793
0,ctx,16,1048576,32768,524288,10,0,datasets/silesia/mr,9970564,3733438,37.4,0.28193092346191406,0.11225748062133789
0,ctx,16,1048576,32768,524288,10,0,datasets/silesia/nci,33553445,3672413,10.9,0.3855774402618408,0.11949443817138672
0,ctx,16,1048576,32768,524288,10,0,datasets/silesia/webster,41458703,13189635,31.8,0.911754846572876,0.38983893394470215
0,ctx,16,1048576,32768,524288,10,0,datasets/silesia/reymont,6627202,2096317,31.6,0.20108842849731445,0.07078814506530762
0,ctx,16,1048576,32768,524288,10,0,datasets/silesia/dickens,10192446,4198183,41.2,0.35493922233581543,0.13193511962890625
0,ctx,16,1048576,32768,524288,10,0,datasets/silesia/mozilla,51220480,19860997,38.8,0.9269347190856934,0.3555428981781006
0,ctx,16,1048576,32768,524288,10,0,datasets/silesia/osdb,10085684,3851490,38.2,0.2495584487915039,0.09004092216491699
0,ctx,16,1048576,32768,524288,10,0,datasets/silesia/x-ray,8474240,5963417,70.4,0.3353734016418457,0.14165139198303223
0,ctx,16,1048576,32768,524288,10,0,datasets/silesia/samba,21606400,5807585,26.9,0.4325077533721924,0.13429999351501465
0,ctx,16,1048576,32768,524288,10,0,datasets/silesia/sao,7251944,5404602,74.5,0.28225231170654297,0.08575820922851562
0,ctx,16,1048576,32768,524288,10,0,AVERAGE,18781209.09090909,6450735.090909091,34.3,0.4167277596213601,0.15491832386363635
0,ctx,16,1048576,32768,524288,10,1,datasets/silesia/ooffice,6152192,3140844,51.1,0.202559232711792,0.06805896759033203
0,ctx,16,1048576,32768,524288,10,1,datasets/silesia/mr,9970564,3789961,38.0,0.27393150329589844,0.10467004776000977
0,ctx,16,1048576,32768,524288,10,1,datasets/silesia/nci,33553445,3361650,10.0,0.3693845272064209,0.11178207397460938
0,ctx,16,1048576,32768,524288,10,1,datasets/silesia/webster,41458703,12890546,31.1,0.8792605400085449,0.37851905822753906
0,ctx,16,1048576,32768,524288,10,1,datasets/silesia/reymont,6627202,2031569,30.7,0.17484068870544434,0.0655980110168457
0,ctx,16,1048576,32768,524288,10,1,datasets/silesia/dickens,10192446,4140936,40.6,0.31741905212402344,0.12805938720703125
0,ctx,16,1048576,32768,524288,10,1,datasets/silesia/mozilla,51220480,19550022,38.2,0.9213230609893799,0.327805757522583
0,ctx,16,1048576,32768,524288,10,1,datasets/silesia/osdb,10085684,3804272,37.7,0.28594517707824707,0.08359360694885254
0,ctx,16,1048576,32768,524288,10,1,datasets/silesia/x-ray,8474240,5958318,70.3,0.3493216037750244,0.1341543197631836
0,ctx,16,1048576,32768,524288,10,1,datasets/silesia/samba,21606400,5653041,26.2,0.4419088363647461,0.1295332908630371
0,ctx,16,1048576,32768,524288,10,1,datasets/silesia/sao,7251944,5379630,74.2,0.27614307403564453,0.08197450637817383
0,ctx,16,1048576,32768,524288,10,1,AVERAGE,18781209.09090909,6336435.363636363,33.7,0.4083670269359242,0.14670445702292703
0,ctx,16,1048576,32768,524288,10,2,datasets/silesia/ooffice,6152192,3150221,51.2,0.19610095024108887,0.06581592559814453
0,ctx,16,1048576,32768,524288,10,2,datasets/silesia/mr,9970564,3815146,38.3,0.2648289203643799,0.10614776611328125
0,ctx,16,1048576,32768,524288,10,2,datasets/silesia/nci,33553445,3248511,9.7,0.3964505195617676,0.10661983489990234
0,ctx,16,1048576,32768,524288,10,2,datasets/silesia/webster,41458703,12832491,31.0,0.8657584190368652,0.35950350761413574
0,ctx,16,1048576,32768,524288,10,2,datasets/silesia/reymont,6627202,2040699,30.8,0.17160439491271973,0.0659642219543457
0,ctx,16,1048576,32768,524288,10,2,datasets/silesia/dickens,10192446,4131070,40.5,0.2989046573638916,0.1239469051361084
0,ctx,16,1048576,32768,524288,10,2,datasets/silesia/mozilla,51220480,19566229,38.2,0.8998267650604248,0.32807350158691406
0,ctx,16,1048576,32768,524288,10,2,datasets/silesia/osdb,10085684,3752339,37.2,0.2334887981414795,0.0805506706237793
0,ctx,16,1048576,32768,524288,10,2,datasets/silesia/x-ray,8474240,5967837,70.4,0.331693172454834,0.1344156265258789
0,ctx,16,1048576,32768,524288,10,2,datasets/silesia/samba,21606400,5584969,25.8,0.40714478492736816,0.12277364730834961
0,ctx,16,1048576,32768,524288,10,2,datasets/silesia/sao,7251944,5414142,74.7,0.24153852462768555,0.08181214332580566
0,ctx,16,1048576,32768,524288,10,2,AVERAGE,18781209.09090909,6318514.0,33.6,0.3915763551538641,0.14323852278969504
0,ctx,16,1048576,32768,524288,10,3,datasets/silesia/ooffice,6152192,3136160,51.0,0.206512451171875,0.06643509864807129
0,ctx,16,1048576,32768,524288,10,3,datasets/silesia/mr,9970564,3831994,38.4,0.2791249752044678,0.10448551177978516
0,ctx,16,1048576,32768,524288,10,3,datasets/silesia/nci,33553445,3248989,9.7,0.40042853355407715,0.10533809661865234
0,ctx,16,1048576,32768,524288,10,3,datasets/silesia/webster,41458703,12840187,31.0,0.8194839954376221,0.35713863372802734
0,ctx,16,1048576,32768,524288,10,3,datasets/silesia/reymont,6627202,2046431,30.9,0.1729264259338379,0.06528258323669434
0,ctx,16,1048576,32768,524288,10,3,datasets/silesia/dickens,10192446,4158680,40.8,0.31856560707092285,0.12234807014465332
0,ctx,16,1048576,32768,524288,10,3,datasets/silesia/mozilla,51220480,19501791,38.1,0.8883154392242432,0.32922911643981934
0,ctx,16,1048576,32768,524288,10,3,datasets/silesia/osdb,10085684,3749893,37.2,0.24805021286010742,0.08096981048583984
0,ctx,16,1048576,32768,524288,10,3,datasets/silesia/x-ray,8474240,5963121,70.4,0.37982678413391113,0.13422679901123047
0,ctx,16,1048576,32768,524288,10,3,datasets/silesia/samba,21606400,5580485,25.8,0.39050889015197754,0.12419486045837402
0,ctx,16,1048576,32768,524288,10,3,datasets/silesia/sao,7251944,5412833,74.6,0.26052045822143555,0.08613228797912598
0,ctx,16,1048576,32768,524288,10,3,AVERAGE,18781209.09090909,6315505.818181818,33.6,0.39675125208767975,0.14325280623002487
0,ctx,16,1048576,32768,524288,10,4,datasets/silesia/ooffice,6152192,3132618,50.9,0.2043306827545166,0.06558585166931152
0,ctx,16,1048576,32768,524288,10,4,datasets/silesia/mr,9970564,3811286,38.2,0.29180169105529785,0.10936188697814941
0,ctx,16,1048576,32768,524288,10,4,datasets/silesia/nci,33553445,3243086,9.7,0.39467334747314453,0.10679388046264648
0,ctx,16,1048576,32768,524288,10,4,datasets/silesia/webster,41458703,12796415,30.9,0.8321385383605957,0.35842061042785645
0,ctx,16,1048576,32768,524288,10,4,datasets/silesia/reymont,6627202,2049414,30.9,0.1712934970855713,0.06685686111450195
0,ctx,16,1048576,32768,524288,10,4,datasets/silesia/dickens,10192446,4145009,40.7,0.3192465305328369,0.12162351608276367
0,ctx,16,1048576,32768,524288,10,4,datasets/silesia/mozilla,51220480,19497178,38.1,0.9784693717956543,0.32689547538757324
0,ctx,16,1048576,32768,524288,10,4,datasets/silesia/osdb,10085684,3749560,37.2,0.24707841873168945,0.08220791816711426
0,ctx,16,1048576,32768,524288,10,4,datasets/silesia/x-ray,8474240,5966412,70.4,0.38034772872924805,0.14015555381774902
0,ctx,16,1048576,32768,524288,10,4,datasets/silesia/samba,21606400,5570666,25.8,0.39537978172302246,0.12403678894042969
0,ctx,16,1048576,32768,524288,10,4,datasets/silesia/sao,7251944,5400532,74.5,0.27098631858825684,0.08410835266113281
0,ctx,16,1048576,32768,524288,10,4,AVERAGE,18781209.09090909,6305652.363636363,33.6,0.4077950824390758,0.1441860632462935
0,ctx,16,1048576,32768,524288,1000,0,datasets/silesia/ooffice,6152192,3134357,50.9,0.23143291473388672,0.07268595695495605
0,ctx,16,1048576,32768,524288,1000,0,datasets/silesia/mr,9970564,3663852,36.7,0.3102889060974121,0.11429476737976074
0,ctx,16,1048576,32768,524288,1000,0,datasets/silesia/nci,33553445,3264536,9.7,0.4264872074127197,0.11475133895874023
0,ctx,16,1048576,32768,524288,1000,0,datasets/silesia/webster,41458703,12445251,30.0,0.8856291770935059,0.38152122497558594
0,ctx,16,1048576,32768,524288,1000,0,datasets/silesia/reymont,6627202,1903110,28.7,0.22485637664794922,0.07041168212890625
0,ctx,16,1048576,32768,524288,1000,0,datasets/silesia/dickens,10192446,3943881,38.7,0.3574197292327881,0.13182926177978516
0,ctx,16,1048576,32768,524288,1000,0,datasets/silesia/mozilla,51220480,19550281,38.2,0.9703373908996582,0.3575742244720459
0,ctx,16,1048576,32768,524288,1000,0,datasets/silesia/osdb,10085684,3799816,37.7,0.2545011043548584,0.08789372444152832
0,ctx,16,1048576,32768,524288,1000,0,datasets/silesia/x-ray,8474240,5943886,70.1,0.3835477828979492,0.1393420696258545
0,ctx,16,1048576,32768,524288,1000,0,datasets/silesia/samba,21606400,5629295,26.1,0.4156222343444824,0.13199973106384277
0,ctx,16,1048576,32768,524288,1000,0,datasets/silesia/sao,7251944,5353291,73.8,0.28767895698547363,0.08786344528198242
0,ctx,16,1048576,32768,524288,1000,0,AVERAGE,18781209.09090909,6239232.363636363,33.2,0.43161834370006213,0.1536515842784535
0,ctx,16,1048576,32768,524288,1000,1,datasets/silesia/ooffice,6152192,3093204,50.3,0.2245790958404541,0.0687110424041748
0,ctx,16,1048576,32768,524288,1000,1,datasets/silesia/mr,9970564,3688380,37.0,0.37380218505859375,0.10293412208557129
0,ctx,16,1048576,32768,524288,1000,1,datasets/silesia/nci,33553445,3010989,9.0,0.4541513919830322,0.10732531547546387
0,ctx,16,1048576,32768,524288,1000,1,datasets/silesia/webster,41458703,12191553,29.4,0.9356215000152588,0.3694930076599121
0,ctx,16,1048576,32768,524288,1000,1,datasets/silesia/reymont,6627202,1848061,27.9,0.27304959297180176,0.06366705894470215
0,ctx,16,1048576,32768,524288,1000,1,datasets/silesia/dickens,10192446,3892355,38.2,0.36888551712036133,0.12965106964111328
0,ctx,16,1048576,32768,524288,1000,1,datasets/silesia/mozilla,51220480,19222907,37.5,0.968123197555542,0.33606767654418945
0,ctx,16,1048576,32768,524288,1000,1,datasets/silesia/osdb,10085684,3680601,36.5,0.2611520290374756,0.07987833023071289
0,ctx,16,1048576,32768,524288,1000,1,datasets/silesia/x-ray,8474240,5929840,70.0,0.3469963073730469,0.1339120864868164
0,ctx,16,1048576,32768,524288,1000,1,datasets/silesia/samba,21606400,5491240,25.4,0.44273996353149414,0.12827086448669434
0,ctx,16,1048576,32768,524288,1000,1,datasets/silesia/sao,7251944,5307760,73.2,0.2737150192260742,0.08330297470092773
0,ctx,16,1048576,32768,524288,1000,1,AVERAGE,18781209.09090909,6123353.636363637,32.6,0.44752870906483044,0.14574668624184348
0,ctx,16,1048576,32768,524288,1000,2,datasets/silesia/ooffice,6152192,3098665,50.4,0.2260749340057373,0.06609606742858887
0,ctx,16,1048576,32768,524288,1000,2,datasets/silesia/mr,9970564,3695623,37.1,0.37255859375,0.10069513320922852
0,ctx,16,1048576,32768,524288,1000,2,datasets/silesia/nci,33553445,2905792,8.7,0.4719712734222412,0.09989428520202637
0,ctx,16,1048576,32768,524288,1000,2,datasets/silesia/webster,41458703,12142738,29.3,0.9114713668823242,0.3510251045227051
0,ctx,16,1048576,32768,524288,1000,2,datasets/silesia/reymont,6627202,1844051,27.8,0.30789685249328613,0.06267333030700684
0,ctx,16,1048576,32768,524288,1000,2,datasets/silesia/dickens,10192446,3890552,38.2,0.35338687896728516,0.12294554710388184
0,ctx,16,1048576,32768,524288,1000,2,datasets/silesia/mozilla,51220480,19234802,37.6,0.9902842044830322,0.3270113468170166
0,ctx,16,1048576,32768,524288,1000,2,datasets/silesia/osdb,10085684,3676424,36.5,0.27309465408325195,0.08116674423217773
0,ctx,16,1048576,32768,524288,1000,2,datasets/silesia/x-ray,8474240,5937996,70.1,0.3790261745452881,0.13426470756530762
0,ctx,16,1048576,32768,524288,1000,2,datasets/silesia/samba,21606400,5424384,25.1,0.4021735191345215,0.12408161163330078
0,ctx,16,1048576,32768,524288,1000,2,datasets/silesia/sao,7251944,5310921,73.2,0.2846248149871826,0.08168697357177734
0,ctx,16,1048576,32768,524288,1000,2,AVERAGE,18781209.09090909,6105631.636363637,32.5,0.45205120606855914,0.14104916832663797
0,ctx,16,1048576,32768,524288,1000,3,datasets/silesia/ooffice,6152192,3086693,50.2,0.23549580574035645,0.0667428970336914
0,ctx,16,1048576,32768,524288,1000,3,datasets/silesia/mr,9970564,3696736,37.1,0.46340465545654297,0.1058506965637207
0,ctx,16,1048576,32768,524288,1000,3,datasets/silesia/nci,33553445,2895752,8.6,0.5247592926025391,0.0991370677947998
0,ctx,16,1048576,32768,524288,1000,3,datasets/silesia/webster,41458703,12187132,29.4,0.960036039352417,0.3531529903411865
0,ctx,16,1048576,32768,524288,1000,3,datasets/silesia/reymont,6627202,1847758,27.9,0.36219310760498047,0.06229138374328613
0,ctx,16,1048576,32768,524288,1000,3,datasets/silesia/dickens,10192446,3936013,38.6,0.4007093906402588,0.12486720085144043
0,ctx,16,1048576,32768,524288,1000,3,datasets/silesia/mozilla,51220480,19185121,37.5,1.1269493103027344,0.32982373237609863
0,ctx,16,1048576,32768,524288,1000,3,datasets/silesia/osdb,10085684,3676233,36.5,0.26981282234191895,0.07942914962768555
0,ctx,16,1048576,32768,524288,1000,3,datasets/silesia/x-ray,8474240,5928462,70.0,0.3509695529937744,0.13346028327941895
0,ctx,16,1048576,32768,524288,1000,3,datasets/silesia/samba,21606400,5426685,25.1,0.47373056411743164,0.12454032897949219
0,ctx,16,1048576,32768,524288,1000,3,datasets/silesia/sao,7251944,5315920,73.3,0.2872164249420166,0.08329176902770996
0,ctx,16,1048576,32768,524288,1000,3,AVERAGE,18781209.09090909,6107500.454545454,32.5,0.4959342696449973,0.14205340905623
0,ctx,16,1048576,32768,524288,1000,4,datasets/silesia/ooffice,6152192,3082417,50.1,0.24832630157470703,0.06508874893188477
0,ctx,16,1048576,32768,524288,1000,4,datasets/silesia/mr,9970564,3698172,37.1,0.4655759334564209,0.10501909255981445
0,ctx,16,1048576,32768,524288,1000,4,datasets/silesia/nci,33553445,2883973,8.6,0.6179289817810059,0.09965181350708008
0,ctx,16,1048576,32768,524288,1000,4,datasets/silesia/webster,41458703,12144642,29.3,0.9642550945281982,0.358501672744751
0,ctx,16,1048576,32768,524288,1000,4,datasets/silesia/reymont,6627202,1860728,28.1,0.4327540397644043,0.06391286849975586
0,ctx,16,1048576,32768,524288,1000,4,datasets/silesia/dickens,10192446,3928461,38.5,0.44388365745544434,0.12376737594604492
0,ctx,16,1048576,32768,524288,1000,4,datasets/silesia/mozilla,51220480,19192666,37.5,1.2847375869750977,0.3287980556488037
0,ctx,16,1048576,32768,524288,1000,4,datasets/silesia/osdb,10085684,3676053,36.4,0.24680495262145996,0.08013749122619629
0,ctx,16,1048576,32768,524288,1000,4,datasets/silesia/x-ray,8474240,5927781,70.0,0.3386847972869873,0.13848042488098145
0,ctx,16,1048576,32768,524288,1000,4,datasets/silesia/samba,21606400,5421247,25.1,0.5436050891876221,0.12287449836730957
0,ctx,16,1048576,32768,524288,1000,4,datasets/silesia/sao,7251944,5319303,73.4,0.29372596740722656,0.08306407928466797
0,ctx,16,1048576,32768,524288,1000,4,AVERAGE,18781209.09090909,6103222.090909091,32.5,0.5345711274580522,0.1426632837815718
0,ctx,16,1048576,32768,524288,0,0,datasets/silesia/ooffice,6152192,3134281,50.9,0.21411705017089844,0.07065677642822266
0,ctx,16,1048576,32768,524288,0,0,datasets/silesia/mr,9970564,3663152,36.7,0.322542667388916,0.11272525787353516
0,ctx,16,1048576,32768,524288,0,0,datasets/silesia/nci,33553445,3250726,9.7,0.4310488700866699,0.1162729263305664
0,ctx,16,1048576,32768,524288,0,0,datasets/silesia/webster,41458703,12445251,30.0,0.9702446460723877,0.3851895332336426
0,ctx,16,1048576,32768,524288,0,0,datasets/silesia/reymont,6627202,1903083,28.7,0.23356366157531738,0.0690157413482666
0,ctx,16,1048576,32768,524288,0,0,datasets/silesia/dickens,10192446,3943881,38.7,0.3680539131164551,0.13153934478759766
0,ctx,16,1048576,32768,524288,0,0,datasets/silesia/mozilla,51220480,19545808,38.2,1.0226309299468994,0.35865354537963867
0,ctx,16,1048576,32768,524288,0,0,datasets/silesia/osdb,10085684,3799816,37.7,0.2987549304962158,0.08749055862426758
0,ctx,16,1048576,32768,524288,0,0,datasets/silesia/x-ray,8474240,5943886,70.1,0.35759425163269043,0.14235234260559082
0,ctx,16,1048576,32768,524288,0,0,datasets/silesia/samba,21606400,5627969,26.0,0.4498448371887207,0.1338367462158203
0,ctx,16,1048576,32768,524288,0,0,datasets/silesia/sao,7251944,5353291,73.8,0.2604207992553711,0.08586788177490234
0,ctx,16,1048576,32768,524288,0,0,AVERAGE,18781209.09090909,6237376.7272727275,33.2,0.4480742324482311,0.1539636958729137
0,ctx,16,1048576,32768,524288,0,1,datasets/silesia/ooffice,6152192,3093227,50.3,0.2128610610961914,0.06890702247619629
0,ctx,16,1048576,32768,524288,0,1,datasets/silesia/mr,9970564,3687641,37.0,0.38724303245544434,0.10107922554016113
0,ctx,16,1048576,32768,524288,0,1,datasets/silesia/nci,33553445,2989004,8.9,0.49254846572875977,0.10381865501403809
0,ctx,16,1048576,32768,524288,0,1,datasets/silesia/webster,41458703,12191553,29.4,0.9023580551147461,0.36609482765197754
0,ctx,16,1048576,32768,524288,0,1,datasets/silesia/reymont,6627202,1848018,27.9,0.27344489097595215,0.06435441970825195
0,ctx,16,1048576,32768,524288,0,1,datasets/silesia/dickens,10192446,3892355,38.2,0.3497040271759033,0.12803411483764648
0,ctx,16,1048576,32768,524288,0,1,datasets/silesia/mozilla,51220480,19220975,37.5,1.1156725883483887,0.3328061103820801
0,ctx,16,1048576,32768,524288,0,1,datasets/silesia/osdb,10085684,3680601,36.5,0.29090142250061035,0.08316898345947266
0,ctx,16,1048576,32768,524288,0,1,datasets/silesia/x-ray,8474240,5929840,70.0,0.37676286697387695,0.13417363166809082
0,ctx,16,1048576,32768,524288,0,1,datasets/silesia/samba,21606400,5490048,25.4,0.4488849639892578,0.1267070770263672
0,ctx,16,1048576,32768,524288,0,1,datasets/silesia/sao,7251944,5307760,73.2,0.26532602310180664,0.08096528053283691
0,ctx,16,1048576,32768,524288,0,1,AVERAGE,18781209.09090909,6121002.0,32.6,0.4650643088600852,0.1445553952997381
0,ctx,16,1048576,32768,524288,0,2,datasets/silesia/ooffice,6152192,3098555,50.4,0.22422242164611816,0.06581377983093262
0,ctx,16,1048576,32768,524288,0,2,datasets/silesia/mr,9970564,3694231,37.1,0.4307715892791748,0.10196352005004883
0,ctx,16,1048576,32768,524288,0,2,datasets/silesia/nci,33553445,2877645,8.6,0.5452947616577148,0.09970521926879883
0,ctx,16,1048576,32768,524288,0,2,datasets/silesia/webster,41458703,12142738,29.3,0.8808743953704834,0.3509833812713623
0,ctx,16,1048576,32768,524288,0,2,datasets/silesia/reymont,6627202,1843978,27.8,0.31419801712036133,0.06576156616210938
0,ctx,16,1048576,32768,524288,0,2,datasets/silesia/dickens,10192446,3890552,38.2,0.3910956382751465,0.12452435493469238
0,ctx,16,1048576,32768,524288,0,2,datasets/silesia/mozilla,51220480,19233507,37.6,1.6263937950134277,0.33516478538513184
0,ctx,16,1048576,32768,524288,0,2,datasets/silesia/osdb,10085684,3676424,36.5,0.2625465393066406,0.08103227615356445
0,ctx,16,1048576,32768,524288,0,2,datasets/silesia/x-ray,8474240,5937996,70.1,0.3431057929992676,0.13464808464050293
0,ctx,16,1048576,32768,524288,0,2,datasets/silesia/samba,21606400,5423076,25.1,0.4498286247253418,0.12155961990356445
0,ctx,16,1048576,32768,524288,0,2,datasets/silesia/sao,7251944,5310921,73.2,0.2907378673553467,0.08027172088623047
0,ctx,16,1048576,32768,524288,0,2,AVERAGE,18781209.09090909,6102693.0,32.5,0.5235517675226385,0.14194802804426712
0,ctx,16,1048576,32768,524288,0,3,datasets/silesia/ooffice,6152192,3086602,50.2,0.27085161209106445,0.06627035140991211
0,ctx,16,1048576,32768,524288,0,3,datasets/silesia/mr,9970564,3696266,37.1,0.5314877033233643,0.10404348373413086
0,ctx,16,1048576,32768,524288,0,3,datasets/silesia/nci,33553445,2867365,8.5,0.7137939929962158,0.10135245323181152
0,ctx,16,1048576,32768,524288,0,3,datasets/silesia/webster,41458703,12187132,29.4,0.9021098613739014,0.3538389205932617
0,ctx,16,1048576,32768,524288,0,3,datasets/silesia/reymont,6627202,1847698,27.9,0.3717803955078125,0.06199049949645996
0,ctx,16,1048576,32768,524288,0,3,datasets/silesia/dickens,10192446,3936013,38.6,0.4199051856994629,0.12432050704956055
0,ctx,16,1048576,32768,524288,0,3,datasets/silesia/mozilla,51220480,19184119,37.5,2.3348419666290283,0.33380627632141113
0,ctx,16,1048576,32768,524288,0,3,datasets/silesia/osdb,10085684,3676233,36.5,0.2612426280975342,0.08111453056335449
0,ctx,16,1048576,32768,524288,0,3,datasets/silesia/x-ray,8474240,5928462,70.0,0.33873891830444336,0.13366389274597168
0,ctx,16,1048576,32768,524288,0,3,datasets/silesia/samba,21606400,5425426,25.1,0.49836182594299316,0.12372803688049316
0,ctx,16,1048576,32768,524288,0,3,datasets/silesia/sao,7251944,5315920,73.3,0.2852475643157959,0.08369040489196777
