-l,-f,-j,--bs,--ws,--fl,--mm,--lm,filename,orig_size,enc_size,ratio,enc_time,dec_time
0,ctx,16,262144,65536,32768,0,0,AVERAGE,18781209.09090909,6161639.545454546,32.8,1.355379884893244,0.15298819541931152
0,ctx,16,262144,65536,32768,0,1,datasets/silesia/ooffice,6152192,3072899,49.9,0.522071361541748,0.07253360748291016
0,ctx,16,262144,65536,32768,0,1,datasets/silesia/mr,9970564,3677680,36.9,0.8801772594451904,0.09895038604736328
0,ctx,16,262144,65536,32768,0,1,datasets/silesia/nci,33553445,2936114,8.8,2.190561532974243,0.10586404800415039
0,ctx,16,262144,65536,32768,0,1,datasets/silesia/webster,41458703,11999494,28.9,2.8283708095550537,0.36942267417907715
0,ctx,16,262144,65536,32768,0,1,datasets/silesia/reymont,6627202,1829463,27.6,0.5951907634735107,0.06283760070800781
0,ctx,16,262144,65536,32768,0,1,datasets/silesia/dickens,10192446,3824200,37.5,0.8092052936553955,0.1286156177520752
0,ctx,16,262144,65536,32768,0,1,datasets/silesia/mozilla,51220480,18952509,37.0,3.8641161918640137,0.33048582077026367
0,ctx,16,262144,65536,32768,0,1,datasets/silesia/osdb,10085684,3671919,36.4,0.7454473972320557,0.07886242866516113
0,ctx,16,262144,65536,32768,0,1,datasets/silesia/x-ray,8474240,5933126,70.0,0.7162473201751709,0.1283562183380127
0,ctx,16,262144,65536,32768,0,1,datasets/silesia/samba,21606400,5264712,24.4,1.4704248905181885,0.12601637840270996
0,ctx,16,262144,65536,32768,0,1,datasets/silesia/sao,7251944,5296662,73.0,0.6182796955108643,0.07536005973815918
0,ctx,16,262144,65536,32768,0,1,AVERAGE,18781209.09090909,6041707.090909091,32.2,1.3854629559950395,0.14339134909889914
0,ctx,16,262144,65536,32768,0,2,datasets/silesia/ooffice,6152192,3076741,50.0,0.6224586963653564,0.06343579292297363
0,ctx,16,262144,65536,32768,0,2,datasets/silesia/mr,9970564,3683395,36.9,0.8705191612243652,0.09606313705444336
0,ctx,16,262144,65536,32768,0,2,datasets/silesia/nci,33553445,2830819,8.4,2.2632036209106445,0.10172247886657715
0,ctx,16,262144,65536,32768,0,2,datasets/silesia/webster,41458703,11946593,28.8,3.1254358291625977,0.35784149169921875
0,ctx,16,262144,65536,32768,0,2,datasets/silesia/reymont,6627202,1821596,27.5,0.5761308670043945,0.06156611442565918
0,ctx,16,262144,65536,32768,0,2,datasets/silesia/dickens,10192446,3820635,37.5,0.7514894008636475,0.1198573112487793
0,ctx,16,262144,65536,32768,0,2,datasets/silesia/mozilla,51220480,18953045,37.0,4.141292095184326,0.3335866928100586
0,ctx,16,262144,65536,32768,0,2,datasets/silesia/osdb,10085684,3665201,36.3,0.7805664539337158,0.07915568351745605
0,ctx,16,262144,65536,32768,0,2,datasets/silesia/x-ray,8474240,5942369,70.1,0.7267343997955322,0.12484598159790039
0,ctx,16,262144,65536,32768,0,2,datasets/silesia/samba,21606400,5187143,24.0,1.4929182529449463,0.11710405349731445
0,ctx,16,262144,65536,32768,0,2,datasets/silesia/sao,7251944,5297760,73.1,0.6235849857330322,0.07738804817199707
0,ctx,16,262144,65536,32768,0,2,AVERAGE,18781209.09090909,6020481.545454546,32.1,1.452212160283869,0.13932425325567072
0,ctx,16,262144,65536,32768,0,3,datasets/silesia/ooffice,6152192,3064833,49.8,0.6332910060882568,0.0652914047241211
0,ctx,16,262144,65536,32768,0,3,datasets/silesia/mr,9970564,3695473,37.1,0.9375119209289551,0.1015627384185791
0,ctx,16,262144,65536,32768,0,3,datasets/silesia/nci,33553445,2819170,8.4,2.3811323642730713,0.10428547859191895
0,ctx,16,262144,65536,32768,0,3,datasets/silesia/webster,41458703,12005892,29.0,2.6678709983825684,0.36020779609680176
0,ctx,16,262144,65536,32768,0,3,datasets/silesia/reymont,6627202,1826330,27.6,0.6373519897460938,0.06254887580871582
0,ctx,16,262144,65536,32768,0,3,datasets/silesia/dickens,10192446,3869485,38.0,0.7327203750610352,0.12669730186462402
0,ctx,16,262144,65536,32768,0,3,datasets/silesia/mozilla,51220480,18910980,36.9,4.820493221282959,0.3327634334564209
0,ctx,16,262144,65536,32768,0,3,datasets/silesia/osdb,10085684,3665212,36.3,0.7897689342498779,0.07858633995056152
0,ctx,16,262144,65536,32768,0,3,datasets/silesia/x-ray,8474240,5937419,70.1,0.7398166656494141,0.12520480155944824
0,ctx,16,262144,65536,32768,0,3,datasets/silesia/samba,21606400,5188323,24.0,1.5235164165496826,0.11632752418518066
0,ctx,16,262144,65536,32768,0,3,datasets/silesia/sao,7251944,5303905,73.1,0.6020042896270752,0.07820582389831543
0,ctx,16,262144,65536,32768,0,3,AVERAGE,18781209.09090909,6026092.909090909,32.1,1.4968616528944536,0.14106195623224432
0,ctx,16,262144,65536,32768,0,4,datasets/silesia/ooffice,6152192,3060335,49.7,0.7432243824005127,0.06358766555786133
0,ctx,16,262144,65536,32768,0,4,datasets/silesia/mr,9970564,3696681,37.1,0.9708571434020996,0.10175180435180664
0,ctx,16,262144,65536,32768,0,4,datasets/silesia/nci,33553445,2807691,8.4,2.449432373046875,0.10474324226379395
0,ctx,16,262144,65536,32768,0,4,datasets/silesia/webster,41458703,11967355,28.9,2.8947508335113525,0.3638935089111328
0,ctx,16,262144,65536,32768,0,4,datasets/silesia/reymont,6627202,1840079,27.8,0.7221858501434326,0.06098604202270508
0,ctx,16,262144,65536,32768,0,4,datasets/silesia/dickens,10192446,3866376,37.9,0.8379330635070801,0.12302923202514648
0,ctx,16,262144,65536,32768,0,4,datasets/silesia/mozilla,51220480,18921505,36.9,7.261853456497192,0.3337891101837158
0,ctx,16,262144,65536,32768,0,4,datasets/silesia/osdb,10085684,3664876,36.3,0.8124871253967285,0.08249402046203613
0,ctx,16,262144,65536,32768,0,4,datasets/silesia/x-ray,8474240,5938363,70.1,0.7147860527038574,0.1289670467376709
0,ctx,16,262144,65536,32768,0,4,datasets/silesia/samba,21606400,5182584,24.0,1.6740660667419434,0.11748003959655762
0,ctx,16,262144,65536,32768,0,4,datasets/silesia/sao,7251944,5314061,73.3,0.6441988945007324,0.0769195556640625
0,ctx,16,262144,65536,32768,0,4,AVERAGE,18781209.09090909,6023627.818181818,32.1,1.7932522947138005,0.14160375161604447
0,ctx,16,262144,65536,65536,10,0,datasets/silesia/ooffice,6152192,3168939,51.5,0.4990053176879883,0.06944465637207031
0,ctx,16,262144,65536,65536,10,0,datasets/silesia/mr,9970564,3731775,37.4,0.7270119190216064,0.10693120956420898
0,ctx,16,262144,65536,65536,10,0,datasets/silesia/nci,33553445,3671880,10.9,2.2001492977142334,0.12389969825744629
0,ctx,16,262144,65536,65536,10,0,datasets/silesia/webster,41458703,13130347,31.7,2.836568832397461,0.4045226573944092
0,ctx,16,262144,65536,65536,10,0,datasets/silesia/reymont,6627202,2102200,31.7,0.49908924102783203,0.06987524032592773
0,ctx,16,262144,65536,65536,10,0,datasets/silesia/dickens,10192446,4190243,41.1,0.7194640636444092,0.1296546459197998
0,ctx,16,262144,65536,65536,10,0,datasets/silesia/mozilla,51220480,19646587,38.4,3.558865785598755,0.35893893241882324
0,ctx,16,262144,65536,65536,10,0,datasets/silesia/osdb,10085684,3838887,38.1,0.7553353309631348,0.08712458610534668
0,ctx,16,262144,65536,65536,10,0,datasets/silesia/x-ray,8474240,5988157,70.7,0.7392618656158447,0.14639496803283691
0,ctx,16,262144,65536,65536,10,0,datasets/silesia/samba,21606400,5597464,25.9,1.4892897605895996,0.13157176971435547
0,ctx,16,262144,65536,65536,10,0,datasets/silesia/sao,7251944,5418163,74.7,0.6245455741882324,0.08054137229919434
0,ctx,16,262144,65536,65536,10,0,AVERAGE,18781209.09090909,6407694.7272727275,34.1,1.3316897262226453,0.15535452149131082
0,ctx,16,262144,65536,65536,10,1,datasets/silesia/ooffice,6152192,3125153,50.8,0.4829590320587158,0.06540894508361816
0,ctx,16,262144,65536,65536,10,1,datasets/silesia/mr,9970564,3790893,38.0,0.7702775001525879,0.09774231910705566
0,ctx,16,262144,65536,65536,10,1,datasets/silesia/nci,33553445,3358410,10.0,2.1601881980895996,0.1108696460723877
0,ctx,16,262144,65536,65536,10,1,datasets/silesia/webster,41458703,12828014,30.9,2.7579352855682373,0.37813735008239746
0,ctx,16,262144,65536,65536,10,1,datasets/silesia/reymont,6627202,2038569,30.8,0.5188150405883789,0.06339406967163086
0,ctx,16,262144,65536,65536,10,1,datasets/silesia/dickens,10192446,4132541,40.5,0.7421765327453613,0.12507367134094238
0,ctx,16,262144,65536,65536,10,1,datasets/silesia/mozilla,51220480,19287773,37.7,3.573575973510742,0.33374834060668945
0,ctx,16,262144,65536,65536,10,1,datasets/silesia/osdb,10085684,3796909,37.6,0.7334175109863281,0.08222699165344238
0,ctx,16,262144,65536,65536,10,1,datasets/silesia/x-ray,8474240,5978209,70.5,0.6926789283752441,0.12340474128723145
0,ctx,16,262144,65536,65536,10,1,datasets/silesia/samba,21606400,5445083,25.2,1.4496245384216309,0.12433457374572754
0,ctx,16,262144,65536,65536,10,1,datasets/silesia/sao,7251944,5387198,74.3,0.6496031284332275,0.08276510238647461
0,ctx,16,262144,65536,65536,10,1,AVERAGE,18781209.09090909,6288068.363636363,33.5,1.3210228789936413,0.14428234100341797
0,ctx,16,262144,65536,65536,10,2,datasets/silesia/ooffice,6152192,3132876,50.9,0.5176191329956055,0.06203770637512207
0,ctx,16,262144,65536,65536,10,2,datasets/silesia/mr,9970564,3814449,38.3,0.7583367824554443,0.10068011283874512
0,ctx,16,262144,65536,65536,10,2,datasets/silesia/nci,33553445,3246965,9.7,2.236879587173462,0.10824871063232422
0,ctx,16,262144,65536,65536,10,2,datasets/silesia/webster,41458703,12760139,30.8,2.7712950706481934,0.36155009269714355
0,ctx,16,262144,65536,65536,10,2,datasets/silesia/reymont,6627202,2045336,30.9,0.48657894134521484,0.06182861328125
0,ctx,16,262144,65536,65536,10,2,datasets/silesia/dickens,10192446,4119051,40.4,0.7081785202026367,0.12064123153686523
0,ctx,16,262144,65536,65536,10,2,datasets/silesia/mozilla,51220480,19293390,37.7,3.593693971633911,0.32319188117980957
0,ctx,16,262144,65536,65536,10,2,datasets/silesia/osdb,10085684,3750828,37.2,0.7848935127258301,0.07914257049560547
0,ctx,16,262144,65536,65536,10,2,datasets/silesia/x-ray,8474240,5989966,70.7,0.7127432823181152,0.12325477600097656
0,ctx,16,262144,65536,65536,10,2,datasets/silesia/samba,21606400,5366063,24.8,1.4913344383239746,0.1195518970489502
0,ctx,16,262144,65536,65536,10,2,datasets/silesia/sao,7251944,5426113,74.8,0.5898149013519287,0.07528400421142578
0,ctx,16,262144,65536,65536,10,2,AVERAGE,18781209.09090909,6267743.2727272725,33.4,1.3319425582885742,0.13958287239074707
0,ctx,16,262144,65536,65536,10,3,datasets/silesia/ooffice,6152192,3119120,50.7,0.48865699768066406,0.06193208694458008
0,ctx,16,262144,65536,65536,10,3,datasets/silesia/mr,9970564,3837082,38.5,0.712918758392334,0.09627294540405273
0,ctx,16,262144,65536,65536,10,3,datasets/silesia/nci,33553445,3248070,9.7,2.165936231613159,0.10949301719665527
0,ctx,16,262144,65536,65536,10,3,datasets/silesia/webster,41458703,12772727,30.8,3.108858585357666,0.3701004981994629
0,ctx,16,262144,65536,65536,10,3,datasets/silesia/reymont,6627202,2049745,30.9,0.5161480903625488,0.0644235610961914
0,ctx,16,262144,65536,65536,10,3,datasets/silesia/dickens,10192446,4147639,40.7,0.7702996730804443,0.12049317359924316
0,ctx,16,262144,65536,65536,10,3,datasets/silesia/mozilla,51220480,19234906,37.6,3.6101880073547363,0.3327512741088867
0,ctx,16,262144,65536,65536,10,3,datasets/silesia/osdb,10085684,3748074,37.2,0.7758917808532715,0.07780051231384277
0,ctx,16,262144,65536,65536,10,3,datasets/silesia/x-ray,8474240,5992000,70.7,0.7334916591644287,0.126708984375
0,ctx,16,262144,65536,65536,10,3,datasets/silesia/samba,21606400,5359021,24.8,1.5370137691497803,0.11903786659240723
0,ctx,16,262144,65536,65536,10,3,datasets/silesia/sao,7251944,5423696,74.8,0.6172749996185303,0.07712030410766602
0,ctx,16,262144,65536,65536,10,3,AVERAGE,18781209.09090909,6266552.7272727275,33.4,1.3669707775115967,0.1414667476307262
0,ctx,16,262144,65536,65536,10,4,datasets/silesia/ooffice,6152192,3116147,50.7,0.5631146430969238,0.06296992301940918
0,ctx,16,262144,65536,65536,10,4,datasets/silesia/mr,9970564,3815419,38.3,0.7700386047363281,0.10303401947021484
0,ctx,16,262144,65536,65536,10,4,datasets/silesia/nci,33553445,3238791,9.7,2.219762086868286,0.10729575157165527
0,ctx,16,262144,65536,65536,10,4,datasets/silesia/webster,41458703,12728695,30.7,2.827608346939087,0.3627617359161377
0,ctx,16,262144,65536,65536,10,4,datasets/silesia/reymont,6627202,2052089,31.0,0.5156998634338379,0.06324481964111328
0,ctx,16,262144,65536,65536,10,4,datasets/silesia/dickens,10192446,4134547,40.6,0.7881484031677246,0.12382292747497559
0,ctx,16,262144,65536,65536,10,4,datasets/silesia/mozilla,51220480,19229426,37.5,3.7679388523101807,0.32628345489501953
0,ctx,16,262144,65536,65536,10,4,datasets/silesia/osdb,10085684,3747535,37.2,0.7586767673492432,0.07751250267028809
0,ctx,16,262144,65536,65536,10,4,datasets/silesia/x-ray,8474240,5996445,70.8,0.7464292049407959,0.13129448890686035
0,ctx,16,262144,65536,65536,10,4,datasets/silesia/samba,21606400,5349012,24.8,1.4723150730133057,0.11588358879089355
0,ctx,16,262144,65536,65536,10,4,datasets/silesia/sao,7251944,5415507,74.7,0.6209185123443604,0.0788719654083252
0,ctx,16,262144,65536,65536,10,4,AVERAGE,18781209.09090909,6256692.090909091,33.3,1.368240941654552,0.14117956161499023
0,ctx,16,262144,65536,65536,1000,0,datasets/silesia/ooffice,6152192,3118217,50.7,0.5228323936462402,0.07013273239135742
0,ctx,16,262144,65536,65536,1000,0,datasets/silesia/mr,9970564,3657494,36.7,0.7773537635803223,0.11031913757324219
0,ctx,16,262144,65536,65536,1000,0,datasets/silesia/nci,33553445,3200853,9.5,2.2926714420318604,0.11870670318603516
0,ctx,16,262144,65536,65536,1000,0,datasets/silesia/webster,41458703,12241183,29.5,2.8511550426483154,0.3967311382293701
0,ctx,16,262144,65536,65536,1000,0,datasets/silesia/reymont,6627202,1884299,28.4,0.5119450092315674,0.06731629371643066
0,ctx,16,262144,65536,65536,1000,0,datasets/silesia/dickens,10192446,3874696,38.0,0.7465701103210449,0.13011479377746582
0,ctx,16,262144,65536,65536,1000,0,datasets/silesia/mozilla,51220480,19331520,37.7,3.6253082752227783,0.36133384704589844
0,ctx,16,262144,65536,65536,1000,0,datasets/silesia/osdb,10085684,3777572,37.5,0.8016347885131836,0.08602619171142578
0,ctx,16,262144,65536,65536,1000,0,datasets/silesia/x-ray,8474240,5957829,70.3,0.7309136390686035,0.15894150733947754
0,ctx,16,262144,65536,65536,1000,0,datasets/silesia/samba,21606400,5401879,25.0,1.545072317123413,0.1302485466003418
0,ctx,16,262144,65536,65536,1000,0,datasets/silesia/sao,7251944,5354783,73.8,0.626115083694458,0.08195304870605469
0,ctx,16,262144,65536,65536,1000,0,AVERAGE,18781209.09090909,6163665.909090909,32.8,1.3665065331892534,0.15562035820700906
0,ctx,16,262144,65536,65536,1000,1,datasets/silesia/ooffice,6152192,3073057,50.0,0.5033004283905029,0.07026553153991699
0,ctx,16,262144,65536,65536,1000,1,datasets/silesia/mr,9970564,3677997,36.9,0.7194645404815674,0.09638404846191406
0,ctx,16,262144,65536,65536,1000,1,datasets/silesia/nci,33553445,2958206,8.8,2.206667900085449,0.10646915435791016
0,ctx,16,262144,65536,65536,1000,1,datasets/silesia/webster,41458703,11999511,28.9,2.8680574893951416,0.3708205223083496
0,ctx,16,262144,65536,65536,1000,1,datasets/silesia/reymont,6627202,1831918,27.6,0.5722198486328125,0.0648794174194336
0,ctx,16,262144,65536,65536,1000,1,datasets/silesia/dickens,10192446,3824245,37.5,0.7567391395568848,0.12463569641113281
0,ctx,16,262144,65536,65536,1000,1,datasets/silesia/mozilla,51220480,18952579,37.0,3.8656673431396484,0.3376328945159912
0,ctx,16,262144,65536,65536,1000,1,datasets/silesia/osdb,10085684,3671919,36.4,0.750983715057373,0.0783991813659668
0,ctx,16,262144,65536,65536,1000,1,datasets/silesia/x-ray,8474240,5933126,70.0,0.7943904399871826,0.1284043788909912
0,ctx,16,262144,65536,65536,1000,1,datasets/silesia/samba,21606400,5266212,24.4,1.5829670429229736,0.12352800369262695
0,ctx,16,262144,65536,65536,1000,1,datasets/silesia/sao,7251944,5296660,73.0,0.6714019775390625,0.07565784454345703
0,ctx,16,262144,65536,65536,1000,1,AVERAGE,18781209.09090909,6044130.0,32.2,1.390169078653509,0.1433706066825173
0,ctx,16,262144,65536,65536,1000,2,datasets/silesia/ooffice,6152192,3076951,50.0,0.5503194332122803,0.06551122665405273
0,ctx,16,262144,65536,65536,1000,2,datasets/silesia/mr,9970564,3687339,37.0,0.8223750591278076,0.11133146286010742
0,ctx,16,262144,65536,65536,1000,2,datasets/silesia/nci,33553445,2860824,8.5,2.3813445568084717,0.09971094131469727
0,ctx,16,262144,65536,65536,1000,2,datasets/silesia/webster,41458703,11946609,28.8,3.0541627407073975,0.3612377643585205
0,ctx,16,262144,65536,65536,1000,2,datasets/silesia/reymont,6627202,1825459,27.5,0.5956487655639648,0.062308311462402344
0,ctx,16,262144,65536,65536,1000,2,datasets/silesia/dickens,10192446,3820730,37.5,0.8270416259765625,0.12230300903320312
0,ctx,16,262144,65536,65536,1000,2,datasets/silesia/mozilla,51220480,18952295,37.0,3.9550602436065674,0.3345959186553955
0,ctx,16,262144,65536,65536,1000,2,datasets/silesia/osdb,10085684,3665201,36.3,0.7887153625488281,0.0780186653137207
0,ctx,16,262144,65536,65536,1000,2,datasets/silesia/x-ray,8474240,5942369,70.1,0.7974996566772461,0.12680649757385254
0,ctx,16,262144,65536,65536,1000,2,datasets/silesia/samba,21606400,5188503,24.0,1.6055607795715332,0.12160897254943848
0,ctx,16,262144,65536,65536,1000,2,datasets/silesia/sao,7251944,5297957,73.1,0.7044591903686523,0.07891201972961426
0,ctx,16,262144,65536,65536,1000,2,AVERAGE,18781209.09090909,6024021.545454546,32.1,1.4620170376517556,0.142031344500455
0,ctx,16,262144,65536,65536,1000,3,datasets/silesia/ooffice,6152192,3065082,49.8,0.5449457168579102,0.06625699996948242
0,ctx,16,262144,65536,65536,1000,3,datasets/silesia/mr,9970564,3696026,37.1,0.844235897064209,0.10247206687927246
0,ctx,16,262144,65536,65536,1000,3,datasets/silesia/nci,33553445,2850030,8.5,2.460530996322632,0.10196256637573242
0,ctx,16,262144,65536,65536,1000,3,datasets/silesia/webster,41458703,12005914,29.0,3.0667924880981445,0.3557009696960449
0,ctx,16,262144,65536,65536,1000,3,datasets/silesia/reymont,6627202,1830433,27.6,0.6013915538787842,0.061985015869140625
0,ctx,16,262144,65536,65536,1000,3,datasets/silesia/dickens,10192446,3869568,38.0,0.8146793842315674,0.12281131744384766
0,ctx,16,262144,65536,65536,1000,3,datasets/silesia/mozilla,51220480,18910051,36.9,3.8770227432250977,0.33310365676879883
0,ctx,16,262144,65536,65536,1000,3,datasets/silesia/osdb,10085684,3665212,36.3,0.8119635581970215,0.07908034324645996
0,ctx,16,262144,65536,65536,1000,3,datasets/silesia/x-ray,8474240,5937419,70.1,0.7590186595916748,0.12656760215759277
0,ctx,16,262144,65536,65536,1000,3,datasets/silesia/samba,21606400,5189649,24.0,1.4761722087860107,0.11573100090026855
0,ctx,16,262144,65536,65536,1000,3,datasets/silesia/sao,7251944,5304168,73.1,0.6241204738616943,0.07664895057678223
0,ctx,16,262144,65536,65536,1000,3,AVERAGE,18781209.09090909,6029413.818181818,32.1,1.4437157891013406,0.14021095362576572
0,ctx,16,262144,65536,65536,1000,4,datasets/silesia/ooffice,6152192,3060559,49.7,0.5432136058807373,0.0644843578338623
0,ctx,16,262144,65536,65536,1000,4,datasets/silesia/mr,9970564,3702242,37.1,0.8480141162872314,0.10108137130737305
0,ctx,16,262144,65536,65536,1000,4,datasets/silesia/nci,33553445,2840425,8.5,2.369922637939453,0.10211443901062012
0,ctx,16,262144,65536,65536,1000,4,datasets/silesia/webster,41458703,11967380,28.9,3.122722864151001,0.36150479316711426
0,ctx,16,262144,65536,65536,1000,4,datasets/silesia/reymont,6627202,1844017,27.8,0.7637960910797119,0.06509995460510254
0,ctx,16,262144,65536,65536,1000,4,datasets/silesia/dickens,10192446,3866448,37.9,0.9573178291320801,0.1269519329071045
0,ctx,16,262144,65536,65536,1000,4,datasets/silesia/mozilla,51220480,18919052,36.9,3.890314817428589,0.33690500259399414
0,ctx,16,262144,65536,65536,1000,4,datasets/silesia/osdb,10085684,3664876,36.3,0.8051779270172119,0.07784318923950195
0,ctx,16,262144,65536,65536,1000,4,datasets/silesia/x-ray,8474240,5938363,70.1,0.737069845199585,0.12682509422302246
0,ctx,16,262144,65536,65536,1000,4,datasets/silesia/samba,21606400,5183955,24.0,1.6410796642303467,0.12029767036437988
0,ctx,16,262144,65536,65536,1000,4,datasets/silesia/sao,7251944,5314219,73.3,0.6436295509338379,0.07832050323486328
0,ctx,16,262144,65536,65536,1000,4,AVERAGE,18781209.09090909,6027412.363636363,32.1,1.4838417226617986,0.14194802804426712
0,ctx,16,262144,65536,65536,0,0,datasets/silesia/ooffice,6152192,3118006,50.7,0.5305378437042236,0.07484960556030273
0,ctx,16,262144,65536,65536,0,0,datasets/silesia/mr,9970564,3656872,36.7,0.7768661975860596,0.10942196846008301
0,ctx,16,262144,65536,65536,0,0,datasets/silesia/nci,33553445,3186480,9.5,2.2076127529144287,0.11890292167663574
0,ctx,16,262144,65536,65536,0,0,datasets/silesia/webster,41458703,12241154,29.5,2.7750918865203857,0.392134428024292
0,ctx,16,262144,65536,65536,0,0,datasets/silesia/reymont,6627202,1882374,28.4,0.5289528369903564,0.07013654708862305
0,ctx,16,262144,65536,65536,0,0,datasets/silesia/dickens,10192446,3874632,38.0,0.8108582496643066,0.13283872604370117
0,ctx,16,262144,65536,65536,0,0,datasets/silesia/mozilla,51220480,19328006,37.7,3.577242374420166,0.3655693531036377
0,ctx,16,262144,65536,65536,0,0,datasets/silesia/osdb,10085684,3777572,37.5,0.7224221229553223,0.08544182777404785
0,ctx,16,262144,65536,65536,0,0,datasets/silesia/x-ray,8474240,5957829,70.3,0.7640974521636963,0.1403348445892334
0,ctx,16,262144,65536,65536,0,0,datasets/silesia/samba,21606400,5400327,25.0,1.4572715759277344,0.1272881031036377
0,ctx,16,262144,65536,65536,0,0,datasets/silesia/sao,7251944,5354783,73.8,0.6264793872833252,0.08086609840393066
0,ctx,16,262144,65536,65536,0,0,AVERAGE,18781209.09090909,6161639.545454546,32.8,1.3434029709209094,0.15434403852982956
0,ctx,16,262144,65536,65536,0,1,datasets/silesia/ooffice,6152192,3072899,49.9,0.5025241374969482,0.06629180908203125
0,ctx,16,262144,65536,65536,0,1,datasets/silesia/mr,9970564,3677680,36.9,0.8218741416931152,0.09756350517272949
0,ctx,16,262144,65536,65536,0,1,datasets/silesia/nci,33553445,2936114,8.8,2.352776288986206,0.10554957389831543
0,ctx,16,262144,65536,65536,0,1,datasets/silesia/webster,41458703,11999494,28.9,2.9594199657440186,0.39560675621032715
0,ctx,16,262144,65536,65536,0,1,datasets/silesia/reymont,6627202,1829463,27.6,0.6060864925384521,0.06466102600097656
0,ctx,16,262144,65536,65536,0,1,datasets/silesia/dickens,10192446,3824200,37.5,0.7292845249176025,0.12552094459533691
0,ctx,16,262144,65536,65536,0,1,datasets/silesia/mozilla,51220480,18952509,37.0,3.752887725830078,0.3429553508758545
0,ctx,16,262144,65536,65536,0,1,datasets/silesia/osdb,10085684,3671919,36.4,0.7873883247375488,0.08124327659606934
0,ctx,16,262144,65536,65536,0,1,datasets/silesia/x-ray,8474240,5933126,70.0,0.7112767696380615,0.1297752857208252
0,ctx,16,262144,65536,65536,0,1,datasets/silesia/samba,21606400,5264712,24.4,1.4747207164764404,0.12169289588928223
0,ctx,16,262144,65536,65536,0,1,datasets/silesia/sao,7251944,5296662,73.0,0.6347413063049316,0.07551693916320801
0,ctx,16,262144,65536,65536,0,1,AVERAGE,18781209.09090909,6041707.090909091,32.2,1.3939073085784912,0.1460343057459051
0,ctx,16,262144,65536,65536,0,2,datasets/silesia/ooffice,6152192,3076741,50.0,0.5519609451293945,0.0672447681427002
0,ctx,16,262144,65536,65536,0,2,datasets/silesia/mr,9970564,3683395,36.9,0.8512589931488037,0.0975184440612793
0,ctx,16,262144,65536,65536,0,2,datasets/silesia/nci,33553445,2830819,8.4,2.1902332305908203,0.10227274894714355
0,ctx,16,262144,65536,65536,0,2,datasets/silesia/webster,41458703,11946593,28.8,2.9006106853485107,0.4676213264465332
0,ctx,16,262144,65536,65536,0,2,datasets/silesia/reymont,6627202,1821596,27.5,0.6069135665893555,0.06945991516113281
0,ctx,16,262144,65536,65536,0,2,datasets/silesia/dickens,10192446,3820635,37.5,0.8490803241729736,0.12305021286010742
0,ctx,16,262144,65536,65536,0,2,datasets/silesia/mozilla,51220480,18953045,37.0,4.697521924972534,0.3338303565979004
0,ctx,16,262144,65536,65536,0,2,datasets/silesia/osdb,10085684,3665201,36.3,0.8194751739501953,0.08310651779174805
0,ctx,16,262144,65536,65536,0,2,datasets/silesia/x-ray,8474240,5942369,70.1,0.771075963973999,0.1278517246246338
0,ctx,16,262144,65536,65536,0,2,datasets/silesia/samba,21606400,5187143,24.0,1.5801515579223633,0.11639022827148438
0,ctx,16,262144,65536,65536,0,2,datasets/silesia/sao,7251944,5297760,73.1,0.6723361015319824,0.07699441909790039
0,ctx,16,262144,65536,65536,0,2,AVERAGE,18781209.09090909,6020481.545454546,32.1,1.4991471333937212,0.15139460563659668
0,ctx,16,262144,65536,65536,0,3,datasets/silesia/ooffice,6152192,3064833,49.8,0.6336262226104736,0.06368398666381836
0,ctx,16,262144,65536,65536,0,3,datasets/silesia/mr,9970564,3695473,37.1,1.0483601093292236,0.10106730461120605
0,ctx,16,262144,65536,65536,0,3,datasets/silesia/nci,33553445,2819170,8.4,2.5441553592681885,0.10073423385620117
0,ctx,16,262144,65536,65536,0,3,datasets/silesia/webster,41458703,12005892,29.0,3.0734896659851074,0.35663700103759766
0,ctx,16,262144,65536,65536,0,3,datasets/silesia/reymont,6627202,1826330,27.6,0.7323715686798096,0.061789512634277344
0,ctx,16,262144,65536,65536,0,3,datasets/silesia/dickens,10192446,3869485,38.0,0.8906519412994385,0.12234997749328613
0,ctx,16,262144,65536,65536,0,3,datasets/silesia/mozilla,51220480,18910980,36.9,6.0337975025177,0.3331625461578369
0,ctx,16,262144,65536,65536,0,3,datasets/silesia/osdb,10085684,3665212,36.3,0.7940590381622314,0.08077502250671387
0,ctx,16,262144,65536,65536,0,3,datasets/silesia/x-ray,8474240,5937419,70.1,0.724315881729126,0.12845754623413086
0,ctx,16,262144,65536,65536,0,3,datasets/silesia/samba,21606400,5188323,24.0,1.669605016708374,0.11597847938537598
0,ctx,16,262144,65536,65536,0,3,datasets/silesia/sao,7251944,5303905,73.1,0.6711940765380859,0.07956910133361816
0,ctx,16,262144,65536,65536,0,3,AVERAGE,18781209.09090909,6026092.909090909,32.1,1.710511489347978,0.14038224653764206
0,ctx,16,262144,65536,65536,0,4,datasets/silesia/ooffice,6152192,3060335,49.7,0.7871332168579102,0.06589818000793457
0,ctx,16,262144,65536,65536,0,4,datasets/silesia/mr,9970564,3696681,37.1,1.1257801055908203,0.10233235359191895
0,ctx,16,262144,65536,65536,0,4,datasets/silesia/nci,33553445,2807691,8.4,2.5830183029174805,0.1018075942993164
