-l,-f,-j,-k,--bs,--ws,--fl,--mm,--lm,filename,orig_size,enc_size,ratio,enc_time,dec_time
0,turbo2,4,16,8388608,8388608,8388608,0,2,AVERAGE,100000000.0,30462868.0,30.462868,672.1013920307159,2.0815625190734863
0,turbo2,4,16,16777216,16777216,16777216,0,1,datasets/enwik/enwik8,100000000,29940534,29.940534,591.1087293624878,2.0088891983032227
0,turbo2,4,16,16777216,16777216,16777216,0,1,AVERAGE,100000000.0,29940534.0,29.940534,591.1087293624878,2.0088891983032227
0,turbo2,4,16,16777216,16777216,16777216,0,2,datasets/enwik/enwik8,100000000,29757398,29.757398,826.2621867656708,2.0735766887664795
0,turbo2,4,16,16777216,16777216,16777216,0,2,AVERAGE,100000000.0,29757398.0,29.757398,826.2621867656708,2.0735766887664795
0,turbo2,4,16,33554432,33554432,33554432,0,1,datasets/enwik/enwik8,100000000,29249363,29.249363,747.1442582607269,2.0057897567749023
0,turbo2,4,16,33554432,33554432,33554432,0,1,AVERAGE,100000000.0,29249363.0,29.249363,747.1442582607269,2.0057897567749023
0,turbo2,4,16,33554432,33554432,33554432,0,2,datasets/enwik/enwik8,100000000,29084403,29.084403,1046.168205022812,2.12530255317688
0,turbo2,4,16,33554432,33554432,33554432,0,2,AVERAGE,100000000.0,29084403.0,29.084403,1046.168205022812,2.12530255317688
0,turbo2,2,4,4194304,4194304,4194304,0,1,datasets/enwik/enwik8,100000000,31386068,31.386068,136.03291010856628,2.0620768070220947
0,turbo2,2,4,4194304,4194304,4194304,0,1,AVERAGE,100000000.0,31386068.0,31.386068,136.03291010856628,2.0620768070220947
0,turbo2,2,4,4194304,4194304,4194304,0,2,datasets/enwik/enwik8,100000000,31162584,31.162584,184.03999972343445,2.1622843742370605
0,turbo2,2,4,4194304,4194304,4194304,0,2,AVERAGE,100000000.0,31162584.0,31.162584,184.03999972343445,2.1622843742370605
0,turbo2,2,4,8388608,8388608,8388608,0,1,datasets/enwik/enwik8,100000000,30665480,30.66548,169.04372000694275,1.9515480995178223
0,turbo2,2,4,8388608,8388608,8388608,0,1,AVERAGE,100000000.0,30665480.0,30.66548,169.04372000694275,1.9515480995178223
0,turbo2,2,4,8388608,8388608,8388608,0,2,datasets/enwik/enwik8,100000000,30462868,30.462868,227.1136372089386,2.067904233932495
0,turbo2,2,4,8388608,8388608,8388608,0,2,AVERAGE,100000000.0,30462868.0,30.462868,227.1136372089386,2.067904233932495
0,turbo2,2,4,16777216,16777216,16777216,0,1,datasets/enwik/enwik8,100000000,29940534,29.940534,280.23062539100647,1.983137607574463
0,turbo2,2,4,16777216,16777216,16777216,0,1,AVERAGE,100000000.0,29940534.0,29.940534,280.23062539100647,1.983137607574463
0,turbo2,2,4,16777216,16777216,16777216,0,2,datasets/enwik/enwik8,100000000,29757398,29.757398,379.3348813056946,2.103085517883301
0,turbo2,2,4,16777216,16777216,16777216,0,2,AVERAGE,100000000.0,29757398.0,29.757398,379.3348813056946,2.103085517883301
0,turbo2,2,4,33554432,33554432,33554432,0,1,datasets/enwik/enwik8,100000000,29249363,29.249363,611.0891094207764,2.0495593547821045
0,turbo2,2,4,33554432,33554432,33554432,0,1,AVERAGE,100000000.0,29249363.0,29.249363,611.0891094207764,2.0495593547821045
0,turbo2,2,4,33554432,33554432,33554432,0,2,datasets/enwik/enwik8,100000000,29084403,29.084403,843.2251501083374,2.081521511077881
0,turbo2,2,4,33554432,33554432,33554432,0,2,AVERAGE,100000000.0,29084403.0,29.084403,843.2251501083374,2.081521511077881
0,turbo2,2,8,4194304,4194304,4194304,0,1,datasets/enwik/enwik8,100000000,31386068,31.386068,280.0432183742523,2.035825252532959
0,turbo2,2,8,4194304,4194304,4194304,0,1,AVERAGE,100000000.0,31386068.0,31.386068,280.0432183742523,2.035825252532959
0,turbo2,2,8,4194304,4194304,4194304,0,2,datasets/enwik/enwik8,100000000,31162584,31.162584,384.05514335632324,2.15317702293396
0,turbo2,2,8,4194304,4194304,4194304,0,2,AVERAGE,100000000.0,31162584.0,31.162584,384.05514335632324,2.15317702293396
0,turbo2,2,8,8388608,8388608,8388608,0,1,datasets/enwik/enwik8,100000000,30665480,30.66548,293.06502985954285,2.0003151893615723
0,turbo2,2,8,8388608,8388608,8388608,0,1,AVERAGE,100000000.0,30665480.0,30.66548,293.06502985954285,2.0003151893615723
0,turbo2,2,8,8388608,8388608,8388608,0,2,datasets/enwik/enwik8,100000000,30462868,30.462868,406.06335282325745,2.081665277481079
0,turbo2,2,8,8388608,8388608,8388608,0,2,AVERAGE,100000000.0,30462868.0,30.462868,406.06335282325745,2.081665277481079
0,turbo2,2,8,16777216,16777216,16777216,0,1,datasets/enwik/enwik8,100000000,29940534,29.940534,352.1433696746826,1.98881196975708
0,turbo2,2,8,16777216,16777216,16777216,0,1,AVERAGE,100000000.0,29940534.0,29.940534,352.1433696746826,1.98881196975708
0,turbo2,2,8,16777216,16777216,16777216,0,2,datasets/enwik/enwik8,100000000,29757398,29.757398,495.07492184638977,2.0564677715301514
0,turbo2,2,8,16777216,16777216,16777216,0,2,AVERAGE,100000000.0,29757398.0,29.757398,495.07492184638977,2.0564677715301514
0,turbo2,2,8,33554432,33554432,33554432,0,1,datasets/enwik/enwik8,100000000,29249363,29.249363,595.0779592990875,2.010239362716675
0,turbo2,2,8,33554432,33554432,33554432,0,1,AVERAGE,100000000.0,29249363.0,29.249363,595.0779592990875,2.010239362716675
0,turbo2,2,8,33554432,33554432,33554432,0,2,datasets/enwik/enwik8,100000000,29084403,29.084403,844.6780893802643,2.1132826805114746
0,turbo2,2,8,33554432,33554432,33554432,0,2,AVERAGE,100000000.0,29084403.0,29.084403,844.6780893802643,2.1132826805114746
0,turbo2,2,16,4194304,4194304,4194304,0,1,datasets/enwik/enwik8,100000000,31386068,31.386068,586.0705573558807,2.039224147796631
0,turbo2,2,16,4194304,4194304,4194304,0,1,AVERAGE,100000000.0,31386068.0,31.386068,586.0705573558807,2.039224147796631
0,turbo2,2,16,4194304,4194304,4194304,0,2,datasets/enwik/enwik8,100000000,31162584,31.162584,812.1782078742981,2.150803327560425
0,turbo2,2,16,4194304,4194304,4194304,0,2,AVERAGE,100000000.0,31162584.0,31.162584,812.1782078742981,2.150803327560425
0,turbo2,2,16,8388608,8388608,8388608,0,1,datasets/enwik/enwik8,100000000,30665480,30.66548,608.0772361755371,1.9825294017791748
0,turbo2,2,16,8388608,8388608,8388608,0,1,AVERAGE,100000000.0,30665480.0,30.66548,608.0772361755371,1.9825294017791748
0,turbo2,2,16,8388608,8388608,8388608,0,2,datasets/enwik/enwik8,100000000,30462868,30.462868,850.172429561615,2.1629233360290527
0,turbo2,2,16,8388608,8388608,8388608,0,2,AVERAGE,100000000.0,30462868.0,30.462868,850.172429561615,2.1629233360290527
0,turbo2,2,16,16777216,16777216,16777216,0,1,datasets/enwik/enwik8,100000000,29940534,29.940534,670.1121335029602,1.982724905014038
0,turbo2,2,16,16777216,16777216,16777216,0,1,AVERAGE,100000000.0,29940534.0,29.940534,670.1121335029602,1.982724905014038
0,turbo2,2,16,16777216,16777216,16777216,0,2,datasets/enwik/enwik8,100000000,29757398,29.757398,935.448644399643,2.083261013031006
0,turbo2,2,16,16777216,16777216,16777216,0,2,AVERAGE,100000000.0,29757398.0,29.757398,935.448644399643,2.083261013031006
0,turbo2,2,16,33554432,33554432,33554432,0,1,datasets/enwik/enwik8,100000000,29249363,29.249363,926.1362056732178,2.02150559425354
0,turbo2,2,16,33554432,33554432,33554432,0,1,AVERAGE,100000000.0,29249363.0,29.249363,926.1362056732178,2.02150559425354
0,turbo2,2,16,33554432,33554432,33554432,0,2,datasets/enwik/enwik8,100000000,29084403,29.084403,1282.6807680130005,2.156479835510254
0,turbo2,2,16,33554432,33554432,33554432,0,2,AVERAGE,100000000.0,29084403.0,29.084403,1282.6807680130005,2.156479835510254
0,turbo2,1,8,4194304,4194304,4194304,0,1,datasets/enwik/enwik8,100000000,31386068,31.386068,443.0552577972412,2.043030261993408
0,turbo2,1,8,4194304,4194304,4194304,0,1,AVERAGE,100000000.0,31386068.0,31.386068,443.0552577972412,2.043030261993408
0,turbo2,1,8,4194304,4194304,4194304,0,2,datasets/enwik/enwik8,100000000,31162584,31.162584,610.0692660808563,2.1394481658935547
0,turbo2,1,8,4194304,4194304,4194304,0,2,AVERAGE,100000000.0,31162584.0,31.162584,610.0692660808563,2.1394481658935547
0,turbo2,1,8,8388608,8388608,8388608,0,1,datasets/enwik/enwik8,100000000,30665480,30.66548,445.0561625957489,1.9708459377288818
0,turbo2,1,8,8388608,8388608,8388608,0,1,AVERAGE,100000000.0,30665480.0,30.66548,445.0561625957489,1.9708459377288818
0,turbo2,1,8,8388608,8388608,8388608,0,2,datasets/enwik/enwik8,100000000,30462868,30.462868,615.0722832679749,2.0725951194763184
0,turbo2,1,8,8388608,8388608,8388608,0,2,AVERAGE,100000000.0,30462868.0,30.462868,615.0722832679749,2.0725951194763184
0,turbo2,1,8,16777216,16777216,16777216,0,1,datasets/enwik/enwik8,100000000,29940534,29.940534,496.0681028366089,1.979297161102295
0,turbo2,1,8,16777216,16777216,16777216,0,1,AVERAGE,100000000.0,29940534.0,29.940534,496.0681028366089,1.979297161102295
0,turbo2,1,8,16777216,16777216,16777216,0,2,datasets/enwik/enwik8,100000000,29757398,29.757398,683.1445560455322,2.115420341491699
0,turbo2,1,8,16777216,16777216,16777216,0,2,AVERAGE,100000000.0,29757398.0,29.757398,683.1445560455322,2.115420341491699
0,turbo2,1,8,33554432,33554432,33554432,0,1,datasets/enwik/enwik8,100000000,29249363,29.249363,696.4161508083344,2.0359981060028076
0,turbo2,1,8,33554432,33554432,33554432,0,1,AVERAGE,100000000.0,29249363.0,29.249363,696.4161508083344,2.0359981060028076
0,turbo2,1,8,33554432,33554432,33554432,0,2,datasets/enwik/enwik8,100000000,29084403,29.084403,962.357830286026,2.123739242553711
0,turbo2,1,8,33554432,33554432,33554432,0,2,AVERAGE,100000000.0,29084403.0,29.084403,962.357830286026,2.123739242553711
0,turbo2,1,16,4194304,4194304,4194304,0,1,datasets/enwik/enwik8,100000000,31386068,31.386068,900.0884783267975,2.0571939945220947
0,turbo2,1,16,4194304,4194304,4194304,0,1,AVERAGE,100000000.0,31386068.0,31.386068,900.0884783267975,2.0571939945220947
0,turbo2,1,16,4194304,4194304,4194304,0,2,datasets/enwik/enwik8,100000000,31162584,31.162584,1245.1156136989594,2.17362642288208
0,turbo2,1,16,4194304,4194304,4194304,0,2,AVERAGE,100000000.0,31162584.0,31.162584,1245.1156136989594,2.17362642288208
0,turbo2,1,16,8388608,8388608,8388608,0,1,datasets/enwik/enwik8,100000000,30665480,30.66548,918.0943393707275,1.9642729759216309
0,turbo2,1,16,8388608,8388608,8388608,0,1,AVERAGE,100000000.0,30665480.0,30.66548,918.0943393707275,1.9642729759216309
0,turbo2,1,16,8388608,8388608,8388608,0,2,datasets/enwik/enwik8,100000000,30462868,30.462868,1280.2151508331299,2.0790183544158936
0,turbo2,1,16,8388608,8388608,8388608,0,2,AVERAGE,100000000.0,30462868.0,30.462868,1280.2151508331299,2.0790183544158936
0,turbo2,1,16,16777216,16777216,16777216,0,1,datasets/enwik/enwik8,100000000,29940534,29.940534,977.13463139534,1.9918763637542725
0,turbo2,1,16,16777216,16777216,16777216,0,1,AVERAGE,100000000.0,29940534.0,29.940534,977.13463139534,1.9918763637542725
0,turbo2,1,16,16777216,16777216,16777216,0,2,datasets/enwik/enwik8,100000000,29757398,29.757398,1349.137246131897,2.098823070526123
0,turbo2,1,16,16777216,16777216,16777216,0,2,AVERAGE,100000000.0,29757398.0,29.757398,1349.137246131897,2.098823070526123
0,turbo2,1,16,33554432,33554432,33554432,0,1,datasets/enwik/enwik8,100000000,29249363,29.249363,1116.1267461776733,2.0847580432891846
0,turbo2,1,16,33554432,33554432,33554432,0,1,AVERAGE,100000000.0,29249363.0,29.249363,1116.1267461776733,2.0847580432891846
0,turbo2,1,16,33554432,33554432,33554432,0,2,datasets/enwik/enwik8,100000000,29084403,29.084403,1541.1634953022003,2.1043760776519775
0,turbo2,1,16,33554432,33554432,33554432,0,2,AVERAGE,100000000.0,29084403.0,29.084403,1541.1634953022003,2.1043760776519775
