filename,compressor,level,orig_size,enc_size,ratio_percent,enc_time,dec_time
AVERAGE,lz4,8,100000000.0,42293044.0,42.293044,0.27106639999999516,0.06656073300007392
datasets/enwik/enwik8,lz4,9,100000000,42276858,42.276858,0.2851211859999694,0.06013509199999589
AVERAGE,lz4,9,100000000.0,42276858.0,42.276858,0.2851211859999694,0.06013509199999589
datasets/enwik/enwik8,lz4,10,100000000,42052249,42.052249,0.4018771219999735,0.060927061000029425
AVERAGE,lz4,10,100000000.0,42052249.0,42.052249,0.4018771219999735,0.060927061000029425
datasets/enwik/enwik8,lz4,11,100000000,41990384,41.990384,0.4603796239999838,0.06096109500003877
AVERAGE,lz4,11,100000000.0,41990384.0,41.990384,0.4603796239999838,0.06096109500003877
datasets/enwik/enwik8,lz4,12,100000000,41987997,41.987997,0.5296633269999802,0.061212898000007954
AVERAGE,lz4,12,100000000.0,41987997.0,41.987997,0.5296633269999802,0.061212898000007954
datasets/enwik/enwik8,lzma,1,100000000,34535483,34.535483,3.225291081000023,1.029352077999988
AVERAGE,lzma,1,100000000.0,34535483.0,34.535483,3.225291081000023,1.029352077999988
datasets/enwik/enwik8,lzma,2,100000000,32268877,32.268877,5.130160896999996,0.9022566410000081
AVERAGE,lzma,2,100000000.0,32268877.0,32.268877,5.130160896999996,0.9022566410000081
datasets/enwik/enwik8,lzma,3,100000000,29417253,29.417253,8.251787376000038,0.8417244419999861
AVERAGE,lzma,3,100000000.0,29417253.0,29.417253,8.251787376000038,0.8417244419999861
datasets/enwik/enwik8,lzma,4,100000000,28573076,28.573075999999997,9.594249461000004,0.8331380889999309
AVERAGE,lzma,4,100000000.0,28573076.0,28.573075999999997,9.594249461000004,0.8331380889999309
datasets/enwik/enwik8,lzma,5,100000000,27775108,27.775108,15.134339880000084,0.7823687360000804
AVERAGE,lzma,5,100000000.0,27775108.0,27.775108,15.134339880000084,0.7823687360000804
datasets/enwik/enwik8,lzma,6,100000000,27043579,27.043579,23.775878587999955,0.745601019999981
AVERAGE,lzma,6,100000000.0,27043579.0,27.043579,23.775878587999955,0.745601019999981
datasets/enwik/enwik8,lzma,7,100000000,26352790,26.35279,29.899960391000036,0.7529456739999887
AVERAGE,lzma,7,100000000.0,26352790.0,26.35279,29.899960391000036,0.7529456739999887
datasets/enwik/enwik8,lzma,8,100000000,25701036,25.701036,37.57634287099995,0.7481756360000418
AVERAGE,lzma,8,100000000.0,25701036.0,25.701036,37.57634287099995,0.7481756360000418
datasets/enwik/enwik8,lzma,9,100000000,25171797,25.171797,43.61737631599999,0.8038914909999448
AVERAGE,lzma,9,100000000.0,25171797.0,25.171797,43.61737631599999,0.8038914909999448
datasets/enwik/enwik8,misa77,1,100000000,54696190,54.69619,0.3519636929995613,0.08941906100062624
AVERAGE,misa77,1,100000000.0,54696190.0,54.69619,0.3519636929995613,0.08941906100062624
